#YYY/MM/DD,HH:mm:SS.ss,ET,GT,MAG,M,LAT,LON,DEPTH,Q,EVID,NPH,NGRM
1/1/2013,48:33.3,eq,r,2.04,l,36.0945,-119.91833,5.4,C,15269465,12,130
1/1/2013,54:23.2,eq,r,1.88,l,36.15233,-119.82467,5.5,C,15269513,10,87
1/1/2013,37:10.0,eq,r,2.87,l,36.34883,-120.354,5.6,C,15269553,17,214
1/2/2013,21:04.8,eq,r,2.59,l,36.789,-121.23067,5.6,C,15269593,8,86
1/2/2013,43:20.8,eq,r,2.6,h,36.589,-121.186,4.4,C,15269777,14,172
1/3/2013,30:35.7,eq,r,2.6,h,36.589,-121.186,4.2,C,15269793,12,156
1/3/2013,44:17.3,eq,r,3.37,l,31.228,-116.12583,2.5,D,15269801,19,1993
1/3/2013,59:24.0,eq,r,2.4,h,36.564,-121.074,6.4,D,15270113,10,93
1/5/2013,57:23.7,eq,r,2.71,l,31.2785,-116.16067,4,C,15270561,22,1477
1/7/2013,34:32.4,eq,r,2.6,h,37.52983,-118.91367,10.4,C,15270849,19,178
1/7/2013,55:14.1,eq,r,2.8,h,36.645,-121.101,11.8,C,15270993,21,174
1/8/2013,49:54.3,eq,r,3.27,l,31.34483,-116.21783,8.4,C,15271057,15,1999
1/8/2013,43:19.5,eq,r,3.2,h,37.423,-118.33,5.5,C,15271233,31,232
1/9/2013,32:33.9,eq,r,2.2,h,37.422,-118.564,13.4,C,15271553,13,36
1/10/2013,47:20.2,eq,r,2.54,l,31.22517,-115.91617,3.2,C,15271737,18,3375
1/10/2013,25:26.1,eq,r,2,h,37.57,-119.002,1.5,D,15271857,5,24
1/11/2013,09:48.6,eq,r,2.5,h,37.575,-118.47033,15.7,C,15272121,14,39
1/13/2013,31:00.3,eq,r,2.4,h,36.56933,-121.22817,6.5,C,15272905,10,397
1/15/2013,14:31.5,eq,r,3.5,h,36.55267,-121.1045,3.7,C,15273521,18,2110
1/15/2013,18:14.2,eq,r,3.27,l,36.55667,-121.07383,5.4,D,15273529,12,1648
1/15/2013,27:08.3,eq,r,2.4,h,36.52783,-121.13367,4.7,C,15273609,16,155
1/16/2013,20:25.8,eq,r,2.5,h,38.75,-119.594,10.5,D,15273929,8,61
1/17/2013,01:17.6,eq,r,2.71,l,31.456,-119.6415,5.8,C,15274321,16,1488
1/17/2013,20:36.9,eq,r,1.6,h,37.479,-118.85817,12.4,C,15274425,8,46
1/17/2013,18:17.0,eq,r,1.8,h,36.29417,-120.33517,6.3,C,15274481,10,143
1/18/2013,19:14.7,eq,r,2.6,h,36.654,-121.279,6.9,D,15274865,17,185
1/18/2013,06:37.7,eq,r,1.5,h,37.471,-118.841,3.7,D,15274889,10,60
1/19/2013,04:11.3,eq,r,1.9,h,36.30617,-120.87433,3.7,C,15275209,12,66
1/19/2013,31:10.6,eq,r,1.2,h,38.17683,-118.03067,3.6,C,15275217,4,78
1/19/2013,10:43.5,eq,r,2.1,h,36.276,-120.06467,19.6,C,15275273,18,154
1/19/2013,42:21.2,eq,r,2.5,h,36.688,-121.352,22.4,C,15275305,11,158
1/20/2013,11:44.8,eq,r,3.3,l,31.34083,-119.384,5.8,C,15275585,33,2033
1/21/2013,02:48.1,eq,r,2.48,l,37.53167,-118.86967,7.3,A,15276089,16,1130
1/21/2013,43:17.4,eq,r,2.62,l,38.20033,-118.03683,3.5,C,15276137,9,92
1/22/2013,11:58.5,eq,r,1.91,l,35.65967,-121.103,4.5,C,15276337,12,141
1/22/2013,12:13.6,eq,r,1.58,l,38.22583,-118.04983,3.5,C,37107411,8,496
1/22/2013,45:03.2,eq,r,2.5,h,37.64717,-119.46583,13.7,C,15276417,21,1023
1/22/2013,56:39.1,eq,r,2.62,l,36.6255,-121.22533,5.4,C,15276489,9,176
1/22/2013,01:29.8,eq,r,1.6,l,37.30967,-118.31517,3.8,C,15276505,15,115
1/22/2013,03:46.2,eq,r,1.89,l,35.66083,-121.098,7.7,C,15276513,10,164
1/22/2013,36:56.6,eq,r,2.56,l,36.094,-120.65417,1,A,15276537,18,1494
1/23/2013,20:23.4,eq,r,1.28,l,37.47133,-118.697,19.2,B,15276657,12,30
1/24/2013,43:30.9,eq,r,2.77,l,38.16683,-118.00333,3.6,D,15276913,9,1130
1/24/2013,21:48.1,eq,r,3.7,h,38.5725,-119.71233,3.8,C,15276993,10,1630
1/25/2013,12:53.3,eq,r,2.3,h,38.185,-118.03067,1,C,15277289,12,63
1/25/2013,18:56.0,eq,r,2.3,h,38.12217,-118.02633,1.5,C,15277297,12,61
1/25/2013,50:19.9,eq,r,2.6,h,36.469,-120.947,9.7,D,15277401,19,142
1/25/2013,10:59.5,eq,r,2.8,h,36,-120.56,4.7,C,15277417,25,1581
1/27/2013,55:51.1,eq,r,2.8,h,36.824,-121.555,4.4,Z,15277953,8,145
1/27/2013,10:38.3,eq,r,2.1,h,38.159,-118.012,3.2,D,15278265,6,68
1/27/2013,04:04.1,eq,r,1.72,l,38.14133,-118.24967,2.8,C,15278313,14,72
1/27/2013,08:40.8,eq,r,2.1,h,38.162,-117.993,9.2,D,15278369,10,51
1/27/2013,22:50.5,eq,r,2.2,h,38.156,-118.002,5.2,D,15278377,9,63
1/30/2013,03:43.1,eq,r,1.6,h,35.4955,-120.77667,4.6,C,15278889,11,146
1/31/2013,12:13.1,eq,r,1.72,l,37.44433,-118.84183,4.2,C,15279337,12,42
2/1/2013,28:15.5,eq,r,3.1,h,35.67333,-121.1435,8.5,C,15279833,29,1961
2/1/2013,38:06.4,eq,r,1.9,h,37.472,-118.847,6.9,D,15279841,13,53
2/1/2013,58:05.4,eq,r,1.59,l,37.462,-118.86033,4.2,C,15279881,9,49
2/2/2013,50:04.5,eq,r,2.9,h,36.481,-120.42367,1.3,C,15280457,29,275
2/2/2013,00:12.1,eq,r,2.8,h,36.462,-120.476,14.6,Z,15280497,17,1510
2/2/2013,14:56.1,eq,r,1.4,h,37.5155,-118.8725,8.4,C,15280737,9,34
2/5/2013,27:34.0,eq,r,2.5,h,36.00067,-120.55917,1.5,C,15281457,22,1382
2/5/2013,24:41.4,eq,r,3.2,h,38.003,-115.453,2.1,Z,15281497,21,176
2/6/2013,05:49.5,eq,r,2.7,h,36.592,-121.052,7.6,Z,15282265,8,150
2/6/2013,49:47.4,eq,r,2.6,h,37.38017,-118.68683,11.4,A,15282385,27,1205
2/7/2013,41:06.1,eq,r,2.4,h,37.377,-118.7005,18.3,C,15282577,11,758
2/7/2013,07:04.1,eq,r,1.4,h,37.39967,-118.692,15.4,C,15282601,14,39
2/9/2013,04:15.2,eq,r,1.9,h,37.44517,-118.8475,3.5,C,11242186,6,36
2/9/2013,18:28.5,eq,r,3,h,35.8385,-121.94817,19.9,B,11242338,12,145
2/10/2013,43:56.3,eq,r,2.7,h,38.553,-119.624,8.5,D,11242546,8,75
2/11/2013,00:34.8,eq,r,2,h,37.572,-118.867,3.3,C,11242690,7,49
2/11/2013,10:33.2,eq,r,2.3,h,37.57833,-118.8815,11.9,B,11242834,14,1009
2/12/2013,19:49.5,eq,r,2.2,h,36.548,-121.139,6.3,D,11243146,6,80
2/12/2013,04:54.7,eq,r,1.19,l,37.392,-118.676,11.3,D,11243426,11,42
2/12/2013,08:41.0,eq,r,1.82,l,37.389,-118.677,11.6,D,11243434,18,473
2/13/2013,17:39.7,eq,r,3.04,l,38.0605,-118.09617,3.6,C,11243594,22,1314
2/13/2013,28:48.0,eq,r,2.78,l,38.05817,-118.03167,1.4,C,11243610,16,1061
2/13/2013,30:19.6,eq,r,2.31,l,38.04733,-118.04317,3.1,C,11243618,11,437
2/13/2013,34:26.1,eq,r,2.14,l,38.06533,-118.03633,3.8,C,11243634,13,407
2/13/2013,39:19.4,eq,r,3.24,l,38.05583,-118.03667,3.6,C,11243642,18,1493
2/13/2013,40:44.0,eq,r,2.59,l,38.1085,-118.01733,4.3,C,37113963,10,237
2/13/2013,44:34.4,eq,r,3.11,l,38.06117,-118.03533,3.8,C,11243650,21,1387
2/13/2013,53:19.7,eq,r,1.5,l,37.5545,-119.0175,3.8,C,11243666,7,62
2/13/2013,11:54.8,eq,r,1.4,l,38.02583,-118.1135,3.8,C,11243682,17,189
2/13/2013,44:09.1,eq,r,1.47,l,37.58333,-119.0215,8.3,C,11243698,9,35
2/13/2013,53:22.5,eq,r,2.31,l,38.06017,-118.04983,3.8,C,11243706,15,435
2/13/2013,04:17.5,eq,r,2.48,l,38.09167,-118.06617,3.6,C,11243730,15,172
2/13/2013,36:09.8,eq,r,1.78,l,38.07133,-118.064,3.6,C,11243754,13,179
2/13/2013,59:09.9,eq,r,3.59,l,38.09083,-118.06533,3.6,D,11243770,19,1926
2/13/2013,16:45.5,eq,r,3.21,l,38.07517,-118.05667,3.6,C,11243786,19,1583
2/13/2013,10:43.0,eq,r,2.72,l,38.065,-118.02883,3.8,C,11243874,17,987
2/13/2013,18:56.0,eq,r,1.91,l,38.05267,-118.05367,3.8,C,11243890,17,209
2/13/2013,38:00.9,eq,r,3.48,l,38.09083,-118.0725,3.6,C,11243898,18,1826
2/13/2013,01:41.2,eq,r,2.75,l,38.04467,-118.071,4.6,C,11243962,17,1214
2/13/2013,53:36.1,eq,r,3.84,l,38.0595,-118.04317,3.6,C,11243986,22,2375
2/13/2013,03:14.5,eq,r,2.28,l,38.05167,-118.0535,3.9,C,11243994,12,80
2/13/2013,18:58.3,eq,r,2.38,l,38.05967,-118.0425,3.9,C,11244002,13,34
2/13/2013,38:52.1,eq,r,2.08,l,38.06783,-118.04533,3.8,C,11244026,16,287
2/13/2013,54:45.8,eq,r,1.94,l,38.05267,-118.038,3.9,C,11244034,13,38
2/13/2013,17:11.9,eq,r,2.34,l,38.05617,-118.02633,3.9,C,11244074,7,87
2/13/2013,05:15.0,eq,r,3.69,l,38.086,-118.0365,3.6,C,11244130,23,2057
2/13/2013,06:57.7,eq,r,2.56,l,38.07067,-118.03667,3.8,C,11244154,15,780
2/13/2013,12:57.1,eq,r,2.52,l,38.09683,-118.04867,3.6,C,11244162,16,667
2/13/2013,18:18.3,eq,r,2.68,l,38.09983,-118.05067,3.6,C,11244170,16,205
2/13/2013,54:09.5,eq,r,1.8,h,37.54383,-118.80917,9.7,B,11244266,9,60
2/13/2013,18:29.1,eq,r,1.5,h,37.98367,-118.01033,2.2,C,11244314,8,67
2/13/2013,20:16.5,eq,r,3.75,l,38.07567,-118.04917,3.6,C,11244306,29,2129
2/14/2013,41:52.5,eq,r,3.2,h,38.062,-118.07433,4.5,C,11244394,14,1430
2/14/2013,31:06.6,eq,r,2.3,h,38.03833,-118.068,6.7,C,11244434,16,129
2/14/2013,10:32.2,eq,r,2.1,h,38.067,-118.01483,2.9,C,11244450,10,61
2/14/2013,34:51.9,eq,r,2.11,l,38.10183,-118.0355,4.6,C,11244466,15,107
2/14/2013,51:12.8,eq,r,2.6,h,37.55017,-118.84733,10.3,C,11244794,13,998
2/15/2013,16:45.4,eq,r,1.68,l,37.56567,-119.03367,7.4,C,11244802,9,37
2/15/2013,35:32.2,eq,r,1.7,h,38.041,-118.037,6.8,D,11244970,11,121
2/15/2013,28:31.4,eq,r,1.6,h,38.02,-118.064,5.7,D,11245042,9,66
2/16/2013,38:53.8,eq,r,1.73,l,38.03417,-118.22267,4.5,D,11245226,10,61
2/16/2013,20:13.8,eq,r,1.52,l,37.41117,-118.945,3.4,C,11245266,15,26
2/16/2013,55:41.7,eq,r,2,h,38.042,-118.019,5.2,D,37106740,22,238
2/16/2013,27:22.3,eq,r,2.5,h,38.09883,-118.04117,2.6,C,11245362,12,95
2/16/2013,23:35.0,eq,r,1.8,h,36.77,-121.443,8.6,Z,11245386,3,65
2/16/2013,48:59.9,eq,r,1.9,h,38.06533,-118.0535,2.6,C,11245426,10,59
2/18/2013,56:43.2,eq,r,1.4,h,37.4695,-118.7,14.7,C,11246106,12,33
2/18/2013,25:57.0,eq,r,1.6,h,37.67283,-118.98033,8.7,B,11246290,8,45
2/18/2013,54:07.3,eq,r,1.7,h,37.54317,-118.8325,8.1,B,11246306,13,190
2/19/2013,31:32.4,eq,r,1.51,l,38.0475,-118.0685,3,C,11246930,12,104
2/20/2013,03:03.7,eq,r,2.93,l,31.22667,-115.94783,4.5,C,11247050,14,1749
2/22/2013,00:10.1,eq,r,1.9,h,38.03683,-118.0355,4.4,C,11247906,8,32
2/23/2013,03:04.3,eq,r,1.9,h,38.07233,-118.03067,2.6,C,11248234,13,61
2/24/2013,55:55.9,eq,r,3,h,37.561,-121.956,6.1,D,11248570,15,666
2/24/2013,13:22.0,eq,r,3.5,l,38.03,-118.062,9.2,D,11248650,26,1969
2/24/2013,25:15.2,eq,r,1.6,h,37.624,-118.886,2.5,D,11248794,7,47
2/24/2013,54:47.8,eq,r,2.1,h,38.034,-118.061,4.2,D,11248818,7,91
2/25/2013,12:53.0,eq,r,2.3,h,36.62767,-121.11333,6,D,11248954,7,73
2/25/2013,53:03.7,eq,r,4.14,w,31.25533,-115.92433,8.5,C,11249106,22,2546
2/25/2013,22:57.7,eq,r,2.29,l,36.01633,-115.32867,5.9,C,11249114,14,156
2/26/2013,16:19.7,eq,r,2.4,h,36.437,-121.017,6.8,D,11249554,13,184
2/28/2013,52:32.6,eq,r,1.8,h,37.493,-118.838,6.8,D,11249978,14,89
2/28/2013,11:27.1,eq,r,2.1,h,36.047,-120.619,5.2,D,11250034,12,110
2/28/2013,58:26.6,eq,r,3,h,38.5685,-119.5715,10.1,C,11250098,12,58
2/28/2013,29:26.0,eq,r,4.07,l,38.06117,-118.058,3.6,C,11250138,21,4868
2/28/2013,25:38.2,eq,r,2,h,38.03667,-118.067,2.4,C,11250186,12,86
2/28/2013,48:24.6,eq,r,3.6,h,38.13,-118.259,11.1,D,11250306,28,2101
2/28/2013,57:22.5,eq,r,2,h,37.626,-119.025,2.5,D,11250354,11,50
3/1/2013,27:14.5,eq,r,2.61,l,36.652,-121.272,2.9,Z,15292521,11,86
3/2/2013,10:28.1,eq,r,2.1,h,37.4395,-117.50617,7.2,A,15292937,12,55
3/4/2013,10:45.1,eq,r,1.8,h,37.45233,-118.74217,7.4,B,15293449,13,49
3/7/2013,06:53.0,eq,r,1.4,h,37.468,-118.808,6,D,15294777,5,52
3/10/2013,20:13.4,eq,r,2.8,h,36.94733,-121.855,5.6,C,15295425,18,134
3/11/2013,14:17.9,eq,r,3,h,38.021,-118.068,6.6,Z,15295793,17,1943
3/11/2013,23:33.1,eq,r,1.6,h,38.04983,-118.06983,1.8,C,15295865,12,57
3/11/2013,20:44.8,eq,r,1.2,h,37.4455,-118.859,11.2,B,15295977,10,27
3/13/2013,36:22.4,eq,r,2.11,l,31.25367,-115.63583,9.2,D,15302465,13,1083
3/13/2013,14:59.8,eq,r,1.7,h,35.71267,-121.05783,3.3,B,15302937,16,132
3/13/2013,03:41.7,eq,r,1.5,h,37.37617,-118.82733,17.2,B,15303049,11,59
3/14/2013,54:11.0,eq,r,2.12,l,38.03067,-118.06133,3.9,C,15303977,11,75
3/14/2013,15:39.3,eq,r,2.52,l,38.063,-118.072,3.8,C,15303993,13,107
3/14/2013,09:23.3,eq,r,4.5,h,38.812,-122.786,1.9,Z,15304289,9,338
3/15/2013,05:02.4,eq,r,3.3,h,38.62483,-119.601,8,C,15305465,12,134
3/17/2013,57:09.5,eq,r,1.33,l,35.25917,-120.84717,15.4,C,15308273,11,169
3/18/2013,57:14.8,eq,r,1.41,l,38.039,-118.084,4.1,C,15308969,5,154
3/22/2013,48:00.6,eq,r,1.15,l,35.7235,-119.8515,2.9,C,15312249,9,238
3/23/2013,58:45.7,eq,r,1.4,h,37.5225,-118.72417,15.8,B,15312817,10,36
3/24/2013,32:22.2,eq,r,1.9,h,35.64367,-120.31,11.6,C,15313025,19,1276
3/24/2013,26:03.1,eq,r,1.4,h,37.60567,-118.92817,12.3,D,15313297,8,43
3/24/2013,29:07.7,eq,r,3.1,h,37.647,-118.95883,9.2,B,15313305,28,2046
3/24/2013,36:45.3,eq,r,1.9,h,37.64783,-118.95333,7.8,B,15313313,11,33
3/24/2013,13:34.6,eq,r,2.1,h,37.6425,-118.959,8.7,B,15313337,17,80
3/24/2013,31:10.8,eq,r,1.3,h,37.53917,-118.9285,2.3,C,15313385,8,33
3/24/2013,21:12.1,eq,r,2.3,h,37.57583,-119.02917,6.4,B,15313417,13,48
3/24/2013,10:54.6,eq,r,1.3,h,37.5585,-118.92267,3.3,C,15313577,9,50
3/25/2013,28:12.9,eq,r,2.7,h,36.654,-121.272,3.9,D,15313969,14,142
3/25/2013,31:15.6,eq,r,2.5,h,36.654,-121.273,3.9,D,15313977,6,85
3/25/2013,19:15.8,eq,r,2.6,h,36.655,-121.274,3.8,D,15314049,9,162
3/25/2013,25:00.1,eq,r,2.5,h,38.551,-119.616,9.5,D,15314057,11,130
3/25/2013,47:07.3,eq,r,1.5,h,37.481,-118.844,6.6,C,15314121,10,55
3/25/2013,23:48.7,eq,r,1.3,h,37.481,-118.843,6.5,D,15314169,10,59
3/26/2013,25:47.1,eq,r,1.4,h,37.119,-116.92717,5.7,C,11272474,11,72
3/26/2013,53:14.6,eq,r,1.9,h,37.54917,-119.01517,3.1,C,11272538,10,41
3/26/2013,10:41.1,eq,r,1.7,h,37.7295,-119.01167,14.5,B,11272634,8,32
3/26/2013,43:59.9,eq,r,3,h,36.937,-121.431,7.1,Z,11272730,15,134
3/26/2013,07:44.2,eq,r,1.9,h,36.07983,-121.05567,6.5,C,11272922,13,95
3/26/2013,01:18.0,eq,r,2.8,h,37.378,-114.858,12.3,Z,11273002,8,126
3/26/2013,22:17.7,eq,r,1.7,h,37.563,-118.855,7.1,C,11273018,7,48
3/27/2013,52:27.2,eq,r,1.79,l,37.329,-118.318,10.1,D,11273386,20,123
3/28/2013,49:19.0,eq,r,1.4,h,37.11867,-116.924,4.3,C,11274474,14,93
3/29/2013,22:39.6,eq,r,3.61,l,35.72633,-121.12617,6.7,C,11274730,39,2255
3/29/2013,39:30.2,eq,r,1.3,h,38.026,-118.07,7.6,Z,11274754,10,55
3/29/2013,06:14.5,eq,r,2.3,h,36.412,-120.992,6.7,Z,11274778,12,88
3/29/2013,39:31.7,eq,r,2.94,l,36.266,-120.8395,6.9,C,11274882,22,1735
3/29/2013,47:11.2,eq,r,1.8,h,37.893,-118.5395,1.5,C,11275250,13,77
3/30/2013,19:31.2,eq,r,3.64,l,37.6035,-118.81283,9.1,A,11275354,42,2156
3/30/2013,28:33.1,eq,r,1.5,h,37.527,-118.78667,4.2,C,11275362,11,32
3/30/2013,18:52.8,eq,r,2.4,h,36.31583,-120.86417,6.6,C,11275914,14,178
3/31/2013,06:00.5,eq,r,3.1,h,36.79817,-120.831,3.8,C,11276242,12,286
4/1/2013,13:06.9,eq,r,2.6,h,37.91267,-116.79983,2.2,C,11276602,10,75
4/1/2013,48:00.3,eq,r,1.9,h,37.546,-119.018,3.6,C,11277058,15,56
4/2/2013,51:45.8,eq,r,1.6,h,37.52567,-118.78383,1.5,B,11277554,11,51
4/3/2013,05:19.1,eq,r,1.8,h,37.989,-118.687,9.4,D,11278122,11,66
4/5/2013,51:26.1,eq,r,2.4,h,35.70683,-119.9265,5.8,A,11279346,28,1931
4/5/2013,54:01.6,eq,r,2.8,h,35.73,-121.102,6.4,Z,11279906,0,1795
4/6/2013,10:02.3,eq,r,2,h,35.727,-121.108,6.8,D,11280170,12,125
4/7/2013,43:09.6,eq,r,2.4,h,36.12017,-120.45083,7.4,D,11281066,15,49
4/9/2013,39:35.2,eq,r,2.9,h,36.62267,-121.18,14.7,C,11282370,6,137
4/11/2013,12:30.7,eq,r,2,h,37.481,-118.86217,3.6,C,11283370,8,66
4/13/2013,01:57.7,eq,r,2.9,h,36.83333,-121.6845,28.4,D,11284178,12,159
4/13/2013,13:57.8,eq,r,3.01,l,31.492,-115.5005,4.5,C,11284410,28,307
4/13/2013,23:46.8,eq,r,3.6,h,37.386,-114.326,3.5,Z,11284426,14,363
4/14/2013,16:29.5,eq,r,2.6,h,37.816,-119.046,3.1,C,11284658,10,89
4/16/2013,00:07.4,eq,r,1.6,h,37.541,-118.858,8.2,C,11285682,11,40
4/16/2013,47:45.6,eq,r,1.1,h,37.646,-118.941,4.9,D,11285770,7,65
4/16/2013,47:50.7,eq,r,2.23,l,36.18183,-121.06567,20.9,C,11286058,10,102
4/17/2013,07:45.8,eq,r,3.2,h,38.555,-119.621,6.3,D,11286442,22,195
4/17/2013,36:41.5,eq,r,1.3,h,37.91183,-119.13883,4.9,C,15328737,8,64
4/19/2013,18:45.3,eq,r,1.6,h,37.37167,-118.93283,11.2,C,15329657,11,62
4/21/2013,24:02.2,eq,r,1.5,h,35.63383,-120.97283,7.7,C,15330241,8,95
4/21/2013,24:29.6,eq,r,1.5,h,37.17967,-117.31067,3.7,C,15330249,8,133
4/21/2013,48:56.3,eq,r,2.2,h,37.53633,-118.84233,9,B,15330441,11,38
4/21/2013,11:15.5,eq,r,3,h,37.93,-115.769,7.8,Z,15330569,10,74
4/22/2013,17:39.2,eq,r,2.2,h,35.82567,-121.581,8.5,C,15330873,14,74
4/22/2013,29:28.3,eq,r,2.7,h,37.41067,-118.57183,10.2,A,15330881,23,1181
4/22/2013,01:04.3,eq,r,2.5,h,36.04,-120.933,14.4,D,15330977,19,148
4/23/2013,17:00.5,eq,r,2.1,h,37.536,-118.824,5,D,15331265,6,26
4/24/2013,45:29.1,eq,r,2.7,h,36.703,-121.339,3.6,D,15332105,7,176
4/25/2013,12:06.6,eq,r,1.4,h,37.603,-118.835,7.9,C,15332769,7,61
4/25/2013,16:55.9,eq,r,2.02,l,36.223,-120.257,10.3,D,15332857,8,130
4/26/2013,30:26.0,eq,r,2.2,h,36.033,-120.58783,3.1,C,15332945,11,149
4/26/2013,19:28.5,eq,r,2.5,h,37.481,-118.7585,7.2,C,15333369,26,998
4/27/2013,28:04.1,eq,r,1.8,h,35.6455,-121.1145,6.9,C,15333929,10,124
4/28/2013,49:07.6,eq,r,2.4,h,36.51917,-121.1135,25.1,D,15334433,11,176
4/29/2013,26:39.4,eq,r,1.8,h,37.89317,-118.71717,12.7,C,15334569,11,43
4/30/2013,23:52.8,eq,r,1.19,l,37.13367,-117.24467,1.5,B,15335289,11,80
4/30/2013,14:55.7,eq,r,3,h,36.9305,-121.41717,7.2,D,15335377,10,227
4/30/2013,59:49.3,eq,r,3.08,l,31.3175,-116.013,5.5,C,15335505,23,268
4/30/2013,22:06.0,eq,r,1.47,l,37.36267,-117.13267,1.2,C,15335521,13,101
5/2/2013,53:03.2,eq,r,2.8,h,36.965,-121.454,5.8,Z,15336329,7,82
5/3/2013,03:50.9,eq,r,1.4,h,35.142,-120.65683,12.6,B,15336777,21,520
5/3/2013,06:43.1,eq,r,2.96,l,35.88,-120.42317,5.8,C,15336825,27,1947
5/3/2013,17:58.1,eq,r,1.63,h,36.118,-120.15917,9.5,C,15337121,17,448
5/4/2013,26:13.3,eq,r,2,h,36.302,-120.874,6.4,C,15337521,16,82
5/6/2013,05:28.2,eq,r,2.3,h,37.6175,-119.04117,3.6,D,15338305,6,30
5/6/2013,52:18.5,eq,r,2.1,h,37.44,-118.85667,6.8,C,15338313,11,52
5/6/2013,03:55.8,eq,r,1.6,h,37.55983,-118.852,6.2,C,15338425,10,65
5/6/2013,41:08.5,eq,r,1.6,h,37.47633,-118.857,4.7,C,15338481,5,51
5/6/2013,38:43.0,eq,r,2.3,h,38.656,-119.555,6,Z,15338585,7,53
5/7/2013,31:33.7,eq,r,1.3,h,37.4335,-117.00683,4,C,15338601,8,78
5/7/2013,12:03.7,eq,r,1.7,h,37.96533,-118.64733,6.2,C,15338793,11,24
5/7/2013,20:24.2,eq,r,1.4,h,37.9565,-118.6305,10.5,C,15338801,10,39
5/7/2013,54:19.5,eq,r,1.4,h,37.51833,-118.8755,2.9,C,15338809,8,32
5/8/2013,12:45.8,eq,r,2.4,h,36.71133,-121.35033,9.9,B,15339177,11,162
5/8/2013,24:25.9,eq,r,2.9,h,38.66683,-118.56067,1.2,C,15339201,12,91
5/8/2013,25:55.6,eq,r,1.39,l,37.638,-118.93,6,D,15339409,8,54
5/8/2013,34:16.0,eq,r,1.9,h,37.638,-118.927,6.3,D,15339417,9,59
5/8/2013,14:04.0,eq,r,1.6,h,37.638,-118.929,6.2,D,15339441,8,64
5/8/2013,08:41.3,eq,r,2.25,l,35.726,-121.106,6.5,D,15339521,17,836
5/8/2013,13:26.2,eq,r,1.2,h,37.168,-117.371,10.1,C,15339529,11,95
5/8/2013,02:44.7,eq,r,2.7,h,36.297,-119.906,16,D,15339601,30,342
5/9/2013,54:44.5,eq,r,1.5,h,37.412,-118.568,10.3,D,15339681,10,59
5/9/2013,49:43.4,eq,r,1.9,h,38.23967,-118.91883,4.5,C,15339841,9,35
5/10/2013,18:36.2,eq,r,1.4,h,37.443,-118.573,10.3,D,15340361,8,66
5/10/2013,12:25.8,eq,r,3.48,l,37.39033,-121.6865,6.2,C,15340473,17,230
5/10/2013,26:19.1,eq,r,1.3,l,37.44983,-118.56033,17.8,C,15340585,9,52
5/11/2013,37:22.5,eq,r,1.2,h,37.558,-119.0425,8.3,D,15341057,8,43
5/11/2013,33:32.4,eq,r,1.44,l,37.55483,-119.05117,8.5,C,15341201,11,28
5/11/2013,17:25.5,eq,r,1.81,l,36.019,-120.53017,16.8,C,15341209,21,77
5/11/2013,34:14.8,eq,r,1.3,h,37.501,-118.70817,6.7,B,15341377,10,51
5/12/2013,34:18.3,eq,r,1.6,h,37.411,-118.603,9.4,D,15341601,14,60
5/12/2013,13:35.5,eq,r,1.1,h,37.609,-119.024,8.4,D,15341793,7,52
5/13/2013,27:19.1,eq,r,1.2,h,37.15433,-117.37017,7.6,A,15341841,13,62
5/13/2013,43:33.9,eq,r,2.3,h,36.06667,-115.1365,3.5,C,15341945,20,210
5/13/2013,40:17.6,eq,r,2.2,h,38.772,-117.95,7.3,Z,15342065,9,86
5/13/2013,09:28.4,eq,r,1.29,l,37.80617,-119.00133,11.8,B,15342129,10,58
5/14/2013,08:09.2,eq,r,2.37,l,36.14717,-120.01833,14.7,C,15342393,18,1203
5/14/2013,18:13.2,eq,r,1.9,h,38.472,-118.231,9.2,D,15342609,7,72
5/15/2013,52:21.0,eq,r,1.1,h,37.50067,-118.87483,19.8,D,15342969,8,57
5/15/2013,31:49.6,eq,r,2,h,37.15933,-117.364,8.3,A,15343009,13,68
5/16/2013,24:21.5,eq,r,1.7,h,37.53183,-119.03417,4.9,D,15343377,8,96
5/16/2013,41:12.7,eq,r,1.5,h,37.40917,-118.6015,16,C,15343465,14,52
5/16/2013,52:35.6,eq,r,3.2,l,31.18467,-115.95283,2.8,C,15343577,48,1842
5/16/2013,44:59.2,eq,r,2,h,37.489,-118.877,3.1,D,15344065,9,64
5/16/2013,07:30.3,eq,r,1.9,h,37.489,-118.878,3.4,C,15344073,21,108
5/16/2013,56:37.0,eq,r,1.6,h,35.725,-121.112,7.2,D,15344313,8,103
5/17/2013,17:01.9,eq,r,2,h,37.409,-118.602,9.9,Z,15344409,9,75
5/17/2013,53:21.3,eq,r,3,h,37.378,-119.038,8.7,D,15345017,23,334
5/17/2013,31:07.0,eq,r,1.3,h,37.524,-118.826,5.5,C,15345161,8,55
5/18/2013,37:37.9,eq,r,2.1,h,37.47717,-118.8685,1.8,C,15345601,15,163
5/18/2013,58:33.9,eq,r,1.3,h,37.57667,-119.1905,2.9,C,15345681,9,40
5/19/2013,25:39.5,eq,r,2.1,h,36.293,-120.833,9.1,C,15346145,13,93
5/20/2013,55:55.6,eq,r,1.3,h,35.886,-120.437,10.8,D,15346697,10,124
5/21/2013,53:14.4,eq,r,1.7,h,37.585,-119.02967,7.7,B,15347177,7,62
